,Solvability,Top1 Accuracy,Min time,Max time,Mean time,Median time,Min time (solved targets),Max time (solved targets),Mean time (solved targets),Median time (solved targets),Mean route reward predictions,Mean route reward targets,Median route reward predictions,Median route reward targets,Mean route length predictions,Mean route length targets,Median route length predictions,Median route length targets,Mean TED to target,Median TED to target,Mean leafs prediction,Median leafs prediction,Mean branches prediction,Median branches prediction
0,0.25,0.084,0.050122261047363004,0.6473622322082521,0.2938359290758764,0.3236745595932,0.050122261047363004,0.45649361610412603,0.15741686503092403,0.114434242248535,-6.922666666666666,-2.058666666666667,-2.0,-2.0,2.8746666666666667,2.2506666666666666,-2.0,2.0,4.110584647244545,3.483333333333333,2.872,3.0,0.056,0.0
